Point,Test,fW,current,ind,Rd,Cs,Rs,Output,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,"dB20(VF(""/VACcon_p_1""))","dB20(VF(""/VACout_p_1""))","dB20(VF(""/VACout_p_2""))",Stage 1 Region,Stage 2 Region
516,ECE740_tb_channel_CTLE_ML_1,6.80E-06,0.002064,1.87E-09,1213,6.18E-13,1226,,-0.01963,-59.21,-56.04,-6.592,-55.77,-42.2,-9.103,-57.18,-47.14,-13.17,-60.06,-55.19,-18.88,-65.14,-66.06,0,0,0,1,2
517,ECE740_tb_channel_CTLE_ML_1,5.67E-06,0.001238,1.48E-09,320.8,1.33E-13,1468,,-0.01971,-9.78,-19.48,-6.572,-4.829,-3.082,-9.08,-3.816,1.717,-13.18,-9.255,-4.444,-18.89,-19.07,-18.36,0,0,0,2,2
518,ECE740_tb_channel_CTLE_ML_1,4.84E-06,0.0005283,2.55E-09,739.9,3.49E-13,211.6,,-0.01966,5.896,11.94,-6.583,1.292,9.429,-9.093,-1.304,7.19,-13.17,-7.538,-0.7039,-18.89,-16.94,-13.92,0,0,0,2,2
519,ECE740_tb_channel_CTLE_ML_1,6.71E-06,0.002204,2.61E-09,18.51,6.13E-13,78.64,,-0.01968,-17.12,-34.3,-6.579,-12.48,-18.46,-9.08,-7.522,-6.16,-13.18,-6.817,-0.5165,-18.89,-16.87,-14.91,0,0,0,2,2
520,ECE740_tb_channel_CTLE_ML_1,6.40E-06,0.001872,1.83E-09,180.7,8.88E-13,1483,,-0.01971,-12.33,-24.62,-6.583,-2.375,1.896,-9.1,-5.232,-1.144,-13.18,-10.98,-8.285,-18.89,-19.65,-19.79,0,0,0,2,2
521,ECE740_tb_channel_CTLE_ML_1,6.21E-06,0.001189,2.87E-09,179.8,1.30E-13,1260,,-0.01972,-13.43,-26.87,-6.573,-9.129,-11.76,-9.07,-5.666,-2.441,-13.18,-7.641,-1.63,-18.89,-17.15,-15.02,0,0,0,2,2
522,ECE740_tb_channel_CTLE_ML_1,5.09E-06,0.0008482,1.82E-09,175.9,7.64E-13,496.1,,-0.01971,-7.81,-15.64,-6.579,-5.796,-5.099,-9.082,-7.653,-6.3,-13.16,-11.07,-8.957,-18.89,-17.21,-15.12,0,0,0,2,2
523,ECE740_tb_channel_CTLE_ML_1,2.18E-06,0.001117,6.88E-10,470,3.76E-13,1304,,-0.01974,-6.935,-13.5,-6.578,-3.476,0.2404,-9.071,-5.665,-1.607,-13.13,-9.827,-5.816,-18.84,-16.16,-12.63,0,0,0,2,2
524,ECE740_tb_channel_CTLE_ML_1,4.53E-06,0.0005778,5.99E-11,222,3.24E-13,1237,,-0.01973,-11.97,-23.94,-6.577,-6.642,-6.794,-9.078,-8.63,-8.237,-13.15,-13.68,-14.18,-18.87,-22.2,-25.51,0,0,0,2,2
525,ECE740_tb_channel_CTLE_ML_1,7.72E-06,0.00094,2.26E-09,1295,2.62E-13,226.4,,-0.01959,-34.61,-23.39,-6.595,-44.34,-32.62,-9.106,-49.9,-41.13,-13.17,-56.47,-53.02,-18.87,-63.35,-65.8,0,0,0,1,2
526,ECE740_tb_channel_CTLE_ML_1,1.39E-06,0.00168,1.95E-09,459.1,8.89E-13,933.9,,-0.01975,-7.597,-14.01,-6.58,-8.83,-9.521,-9.069,-11.17,-11.71,-13.13,-14.8,-14.92,-18.82,-19.07,-17.84,0,0,0,2,2
527,ECE740_tb_channel_CTLE_ML_1,7.10E-06,0.001188,2.93E-09,530.8,9.48E-13,1081,,-0.01965,-4.205,-6.001,-6.597,-1.971,8.279,-9.115,-6.759,1.187,-13.18,-14.8,-11.04,-18.88,-25.35,-26.56,0,0,0,1,2
528,ECE740_tb_channel_CTLE_ML_1,9.80E-06,0.002213,2.63E-09,786,8.52E-13,1296,,-0.01954,-48.21,-47.65,-6.605,-59.72,-49.11,-9.112,-60.96,-55.64,-13.17,-64.36,-64.82,-18.86,-69.81,-76.08,0,0,0,1,2
529,ECE740_tb_channel_CTLE_ML_1,9.87E-06,0.0006945,2.43E-09,1091,3.54E-13,1212,,-0.01957,-15.17,-13.21,-6.602,-19.92,-9.297,-9.11,-25.32,-19.93,-13.17,-34.07,-34.57,-18.86,-45.23,-51.72,0,0,0,1,2
530,ECE740_tb_channel_CTLE_ML_1,1.04E-06,0.002396,2.31E-09,1127,4.32E-13,325.3,,-0.01976,-35.86,-33.31,-6.581,-41.75,-37.08,-9.069,-43.99,-39.04,-13.13,-47.38,-42.31,-18.82,-51.14,-45.96,0,0,0,1,2
531,ECE740_tb_channel_CTLE_ML_1,6.87E-06,0.001643,2.06E-09,337.5,4.73E-13,743.1,,-0.01967,-4.74,-8.798,-6.587,-0.3222,7.579,-9.114,-4.32,2.733,-13.18,-12.21,-8.779,-18.88,-22.49,-23.64,0,0,0,2,2
532,ECE740_tb_channel_CTLE_ML_1,8.53E-06,0.001095,8.30E-10,1274,9.09E-13,1361,,-0.01957,-43.01,-38.94,-6.599,-51.42,-39.23,-9.11,-54.89,-47.36,-13.17,-59.98,-58.07,-18.87,-66.2,-70.27,0,0,0,1,2
533,ECE740_tb_channel_CTLE_ML_1,4.02E-06,0.001661,2.78E-09,933.9,3.28E-14,1136,,-0.01968,-37.59,-37.17,-6.583,-39.36,-37.05,-9.082,-39.08,-33.68,-13.15,-42.32,-33.38,-18.87,-48.99,-42.13,0,0,0,1,2
534,ECE740_tb_channel_CTLE_ML_1,5.75E-06,0.001516,1.31E-09,1371,1.82E-13,453.7,,-0.01964,-48.38,-39.72,-6.588,-45.57,-33.35,-9.095,-47.58,-35.94,-13.17,-52.58,-45.24,-18.88,-59.92,-58.26,0,0,0,1,2
535,ECE740_tb_channel_CTLE_ML_1,1.59E-06,0.001321,2.18E-09,1194,1.95E-13,528,,-0.01973,-30.16,-26.14,-6.58,-36.24,-28.95,-9.07,-38.59,-30.39,-13.13,-42.45,-34.03,-18.82,-47.55,-39.42,0,0,0,1,2
536,ECE740_tb_channel_CTLE_ML_1,9.49E-06,0.00122,1.48E-09,673.9,3.79E-13,900.8,,-0.01957,-17.41,-17.09,-6.602,-21.58,-11.16,-9.11,-26.84,-21.21,-13.17,-35.51,-35.74,-18.86,-46.65,-52.79,0,0,0,1,2
537,ECE740_tb_channel_CTLE_ML_1,6.65E-06,0.002167,2.37E-09,54.02,7.21E-13,1073,,-0.01972,-21.43,-42.87,-6.576,-8.99,-11.5,-9.087,-7.254,-5.599,-13.18,-8.578,-3.96,-18.89,-17.48,-15.97,0,0,0,2,2
538,ECE740_tb_channel_CTLE_ML_1,3.10E-06,0.001384,1.37E-10,647.5,6.04E-13,167.3,,-0.0197,-9.971,-4.211,-6.581,-15.69,-7.722,-9.077,-18.16,-9.853,-13.14,-22.71,-15.01,-18.86,-29.97,-24.47,0,0,0,1,2
539,ECE740_tb_channel_CTLE_ML_1,8.72E-06,0.001122,1.83E-09,1042,7.62E-13,1143,,-0.01957,-35.28,-32.39,-6.599,-41.86,-30.08,-9.11,-46.59,-39.48,-13.17,-54.19,-52.7,-18.87,-63.1,-67.53,0,0,0,1,2
540,ECE740_tb_channel_CTLE_ML_1,2.40E-06,0.002134,2.56E-09,464.6,7.37E-13,1085,,-0.01972,-14.34,-19.25,-6.58,-14.56,-9.87,-9.073,-16.96,-11.98,-13.14,-20.9,-15.31,-18.84,-26.66,-19.59,0,0,0,1,2
541,ECE740_tb_channel_CTLE_ML_1,6.75E-06,0.001075,3.33E-10,259.4,7.95E-13,1293,,-0.01971,-9.08,-18.15,-6.587,-1.371,3.908,-9.103,-5.363,-1.391,-13.18,-12.95,-12.44,-18.88,-23.58,-28.12,0,0,0,2,2
542,ECE740_tb_channel_CTLE_ML_1,2.14E-06,0.0008341,2.63E-09,956.9,9.41E-13,734.3,,-0.01972,-6.705,-4.291,-6.58,-9.934,-1.287,-9.073,-12.45,-3.746,-13.14,-16.67,-8.015,-18.84,-22.98,-14.65,0,0,0,1,2
543,ECE740_tb_channel_CTLE_ML_1,3.02E-06,0.001811,2.89E-09,523.1,5.58E-13,742.9,,-0.0197,-14.21,-15.94,-6.581,-16.02,-8.93,-9.076,-18.46,-10.93,-13.14,-22.73,-14.82,-18.86,-29.44,-21.31,0,0,0,1,2
544,ECE740_tb_channel_CTLE_ML_1,6.74E-06,0.001952,9.84E-10,401.7,9.63E-13,1364,,-0.01964,-12.76,-17.68,-6.592,-11.37,-1.921,-9.106,-15.46,-8.063,-13.18,-22.94,-19.67,-18.88,-33.5,-35.44,0,0,0,1,2
545,ECE740_tb_channel_CTLE_ML_1,6.16E-06,0.002066,2.00E-09,1355,3.16E-13,12.94,,-0.01968,-53.13,-38.27,-6.591,-56.45,-43.12,-9.099,-55.7,-45.13,-13.17,-57.07,-51.09,-18.88,-61.85,-61.44,0,0,0,1,2
546,ECE740_tb_channel_CTLE_ML_1,5.65E-06,0.000689,2.26E-09,648,4.31E-13,782.8,,-0.01968,-0.1159,-0.01782,-6.585,2.154,11.5,-9.104,-1.553,7.139,-13.18,-8.793,-3.015,-18.89,-18.91,-17.72,0,0,0,2,2
547,ECE740_tb_channel_CTLE_ML_1,1.90E-06,0.002125,2.96E-09,81.68,5.39E-13,779.6,,-0.01975,-19.57,-39.2,-6.579,-17.35,-28.27,-9.068,-16.49,-24.06,-13.13,-15.31,-17.61,-18.8,-13.3,-8.52,0,0,0,2,2
548,ECE740_tb_channel_CTLE_ML_1,9.33E-06,0.002058,4.51E-10,1474,9.25E-13,368.8,,-0.01973,-47.87,-37.42,-6.605,-55.66,-44.79,-9.111,-59.25,-53.52,-13.17,-64.39,-64.46,-18.87,-70.61,-76.68,0,0,0,1,2
549,ECE740_tb_channel_CTLE_ML_1,9.20E-06,0.00211,1.11E-09,474.2,8.76E-13,777.5,,-0.01956,-24.61,-25.4,-6.602,-28.44,-18.59,-9.111,-33.7,-28.38,-13.17,-42.29,-42.55,-18.87,-53.28,-59.31,0,0,0,1,2
550,ECE740_tb_channel_CTLE_ML_1,5.64E-06,0.002053,1.48E-09,467.7,4.42E-13,415.2,,-0.01964,-17.42,-15.68,-6.587,-21.52,-12.52,-9.095,-24.63,-15.78,-13.17,-30.84,-25.02,-18.88,-40.48,-39.34,0,0,0,1,2
551,ECE740_tb_channel_CTLE_ML_1,2.54E-06,0.001024,1.56E-09,1071,8.23E-13,1320,,-0.01971,-23.08,-21.71,-6.581,-26.53,-16.11,-9.073,-29.07,-18.71,-13.14,-33.35,-23.48,-18.84,-39.73,-31.42,0,0,0,1,2
552,ECE740_tb_channel_CTLE_ML_1,9.27E-06,0.002358,2.15E-09,1352,8.67E-13,880.4,,-0.01982,-37.09,-31.07,-6.607,-55.74,-44.96,-9.11,-59.49,-53.88,-13.17,-64.57,-64.74,-18.87,-70.74,-76.87,0,0,0,1,2
553,ECE740_tb_channel_CTLE_ML_1,1.84E-06,0.002086,1.64E-09,1482,4.19E-13,1030,,-0.01979,-61.99,-58.57,-6.583,-55.73,-45.02,-9.073,-55.85,-45.02,-13.13,-55.76,-45.23,-18.83,-56.4,-47.01,0,0,0,1,2
554,ECE740_tb_channel_CTLE_ML_1,3.65E-06,0.0009322,1.53E-09,1029,6.50E-13,188.7,,-0.01969,-17.47,-8.704,-6.582,-23.6,-12.46,-9.079,-26.24,-15.13,-13.15,-30.99,-21.21,-18.87,-38.54,-32.04,0,0,0,1,2
555,ECE740_tb_channel_CTLE_ML_1,4.17E-06,0.002137,2.43E-09,1186,3.62E-13,1267,,-0.01968,-54.5,-52.63,-6.584,-57.55,-44.55,-9.083,-56.83,-44.26,-13.16,-56.8,-46.73,-18.87,-59.28,-53.65,0,0,0,1,2
556,ECE740_tb_channel_CTLE_ML_1,5.92E-06,0.002373,2.73E-09,1079,6.49E-13,798.1,,-0.01965,-56.92,-52.42,-6.589,-58.73,-45.22,-9.097,-58.1,-47.03,-13.17,-59.24,-52.66,-18.88,-63.4,-62.3,0,0,0,1,2
557,ECE740_tb_channel_CTLE_ML_1,2.36E-06,0.001275,2.32E-09,1021,4.76E-13,508.9,,-0.01972,-26.62,-22.22,-6.58,-31.82,-22.23,-9.073,-34.28,-24.41,-13.14,-38.41,-28.71,-18.84,-44.35,-35.55,0,0,0,1,2
558,ECE740_tb_channel_CTLE_ML_1,1.01E-06,0.002117,6.32E-11,1238,6.50E-13,1360,,-0.01976,-38.98,-39.94,-6.58,-42.4,-37.12,-9.069,-44.68,-39.4,-13.13,-48.01,-42.92,-18.82,-51.69,-47.28,0,0,0,1,2
559,ECE740_tb_channel_CTLE_ML_1,7.30E-06,0.002481,2.08E-09,781.9,1.88E-13,862.2,,-0.0196,-46.46,-44.92,-6.594,-45.12,-34.22,-9.105,-48.43,-38.9,-13.17,-54.83,-50.86,-18.87,-63.1,-65.03,0,0,0,1,2
560,ECE740_tb_channel_CTLE_ML_1,3.57E-06,0.001088,8.41E-10,1101,9.59E-13,1353,,-0.01969,-28.94,-26.54,-6.582,-32.88,-20.82,-9.079,-35.53,-23.89,-13.15,-40.1,-30,-18.86,-47.11,-40.46,0,0,0,1,2
561,ECE740_tb_channel_CTLE_ML_1,6.37E-06,0.0007572,1.72E-09,172,2.71E-13,1260,,-0.01972,-13.86,-27.73,-6.575,-6.768,-7.048,-9.086,-7.62,-6.217,-13.17,-12.24,-11.21,-18.89,-20.07,-21.04,0,0,0,2,2
562,ECE740_tb_channel_CTLE_ML_1,9.11E-06,0.002167,7.56E-10,1348,8.84E-13,956.2,,-0.01968,-44.26,-38.46,-6.604,-55.72,-44.46,-9.111,-59.14,-53,-13.17,-64.05,-63.69,-18.87,-70.14,-75.78,0,0,0,1,2
563,ECE740_tb_channel_CTLE_ML_1,3.46E-06,0.0005755,7.41E-10,992.8,3.00E-13,995.9,,-0.01971,0.009916,1.272,-6.58,0.7842,10.42,-9.083,-1.903,7.953,-13.16,-7.55,1.166,-18.88,-16.31,-10.67,0,0,0,2,2
564,ECE740_tb_channel_CTLE_ML_1,5.02E-06,0.0005596,1.21E-09,784.1,2.10E-13,372.6,,-0.01967,4.442,9.145,-6.581,0.8758,8.758,-9.094,-1.47,7.172,-13.17,-8.052,-1.525,-18.89,-18.06,-16.1,0,0,0,2,2
565,ECE740_tb_channel_CTLE_ML_1,8.06E-06,0.002471,1.34E-09,1390,3.54E-13,71.46,,-0.02002,-53.38,-39.89,-6.608,-52.99,-42.24,-9.108,-53.31,-46.47,-13.17,-58.11,-56.65,-18.87,-66.21,-70.65,0,0,0,1,2
566,ECE740_tb_channel_CTLE_ML_1,5.89E-06,0.001405,8.94E-10,99.6,5.49E-13,870.2,,-0.01972,-15.46,-30.92,-6.578,-8.602,-10.71,-9.085,-10.37,-11.74,-13.16,-14.74,-16.36,-18.88,-21.56,-24.18,0,0,0,2,2
567,ECE740_tb_channel_CTLE_ML_1,8.27E-06,0.002422,1.10E-09,1392,3.72E-13,1218,,-0.01995,-31.11,-27.65,-6.607,-48.01,-36.18,-9.108,-52.57,-45.54,-13.17,-59.33,-58.05,-18.87,-67.49,-72.18,0,0,0,1,2
568,ECE740_tb_channel_CTLE_ML_1,8.29E-06,0.0007621,5.91E-10,652.1,4.04E-13,1259,,-0.01966,-2.7,-5.023,-6.603,1.64,11.54,-9.12,-4.428,1.96,-13.18,-13.68,-12.67,-18.87,-25.12,-30.06,0,0,0,2,2
569,ECE740_tb_channel_CTLE_ML_1,5.24E-06,0.001654,1.07E-09,390.6,9.72E-13,1274,,-0.01969,-6.854,-11.95,-6.586,-2.358,5.832,-9.1,-5.84,1.655,-13.18,-12.47,-7.288,-18.89,-22.3,-21.17,0,0,0,1,2
570,ECE740_tb_channel_CTLE_ML_1,5.98E-06,0.001256,5.15E-11,143.4,9.70E-13,1361,,-0.01972,-13.76,-27.53,-6.582,-5.653,-4.781,-9.091,-8.823,-8.563,-13.17,-15.23,-17.26,-18.88,-25.15,-31.48,0,0,0,2,2
571,ECE740_tb_channel_CTLE_ML_1,2.14E-06,0.0009881,1.90E-09,856.2,9.07E-13,1224,,-0.01972,-9.922,-10.12,-6.58,-12.01,-3.893,-9.072,-14.53,-6.382,-13.14,-18.76,-10.71,-18.84,-25.06,-17.46,0,0,0,1,2
572,ECE740_tb_channel_CTLE_ML_1,9.61E-06,0.001128,1.07E-09,858.7,9.32E-13,354.4,,-0.01955,-24.79,-17.3,-6.603,-32.27,-21.93,-9.11,-37.67,-32.21,-13.17,-46.3,-46.56,-18.86,-57.07,-63.3,0,0,0,1,2
573,ECE740_tb_channel_CTLE_ML_1,7.52E-06,0.001204,1.78E-09,899.2,5.06E-13,994.2,,-0.0196,-30.13,-28.21,-6.594,-35.43,-23.07,-9.106,-39.55,-30.78,-13.17,-46.95,-43.46,-18.87,-56.84,-59.13,0,0,0,1,2
574,ECE740_tb_channel_CTLE_ML_1,8.19E-06,0.001616,1.07E-09,19.83,1.22E-13,1380,,-0.01971,-32.83,-65.66,-6.577,-25.24,-43.94,-9.072,-18.07,-27.16,-13.17,-15.12,-17.34,-18.88,-22.15,-25.49,0,0,0,2,2
575,ECE740_tb_channel_CTLE_ML_1,8.11E-06,0.001557,2.38E-09,1217,7.91E-13,62.09,,-0.01958,-46.89,-32.69,-6.597,-53.46,-41.46,-9.109,-56.27,-48.22,-13.17,-60.8,-58.18,-18.87,-66.75,-69.99,0,0,0,1,2
576,ECE740_tb_channel_CTLE_ML_1,8.62E-06,0.001315,2.56E-09,1421,2.30E-13,578.4,,-0.01957,-49.32,-41.17,-6.6,-44.19,-32.03,-9.11,-48.28,-40.55,-13.17,-55.77,-53.9,-18.87,-64.89,-69.03,0,0,0,1,2
577,ECE740_tb_channel_CTLE_ML_1,6.40E-06,0.001132,1.36E-09,1016,8.55E-13,28.72,,-0.01962,-28.5,-15.25,-6.59,-35.66,-23.46,-9.099,-39.44,-29.52,-13.17,-46.2,-40.62,-18.88,-55.53,-55.5,0,0,0,1,2
578,ECE740_tb_channel_CTLE_ML_1,4.75E-06,0.002106,1.78E-09,636.8,6.33E-13,1290,,-0.01966,-32.91,-35.2,-6.584,-35.15,-24.24,-9.087,-38.03,-27.72,-13.16,-43.3,-35.4,-18.88,-51.44,-47.76,0,0,0,1,2
579,ECE740_tb_channel_CTLE_ML_1,4.54E-06,0.001439,1.98E-09,861.1,3.41E-13,585.4,,-0.01966,-29.52,-25.57,-6.584,-35.31,-24.13,-9.085,-38.1,-26.81,-13.16,-43.16,-34.18,-18.88,-50.96,-46.35,0,0,0,1,2
580,ECE740_tb_channel_CTLE_ML_1,1.46E-06,0.002113,1.42E-09,544.6,4.25E-13,479.7,,-0.01974,-11.44,-14.9,-6.58,-15.33,-15.31,-9.07,-17.63,-17.32,-13.13,-21.56,-21.04,-18.82,-26.98,-25.96,0,0,0,1,2
581,ECE740_tb_channel_CTLE_ML_1,9.42E-06,0.001998,1.77E-09,1163,6.05E-13,936.8,,-0.01956,-54.69,-50.18,-6.603,-52.35,-41,-9.111,-56.68,-50.66,-13.17,-62.76,-62.6,-18.86,-69.54,-75.35,0,0,0,1,2
582,ECE740_tb_channel_CTLE_ML_1,5.89E-06,0.002294,2.94E-09,187,7.47E-13,318.8,,-0.01968,-4.063,-7.968,-6.58,-2.483,1.831,-9.097,-3.954,1.615,-13.18,-8.533,-2.794,-18.89,-17.62,-15.02,0,0,0,2,2
583,ECE740_tb_channel_CTLE_ML_1,1.64E-06,0.002389,1.31E-09,918.8,7.46E-13,1353,,-0.01974,-38.02,-39.35,-6.58,-41.22,-34.58,-9.07,-43.55,-36.88,-13.13,-47.09,-40.5,-18.82,-51.26,-45.05,0,0,0,1,2
584,ECE740_tb_channel_CTLE_ML_1,2.22E-06,0.0009972,9.74E-10,986.1,5.42E-14,1230,,-0.01972,-18.07,-18.62,-6.58,-22.96,-19.81,-9.072,-24.5,-18.3,-13.13,-28.29,-20.22,-18.83,-34.44,-26.74,0,0,0,1,2
585,ECE740_tb_channel_CTLE_ML_1,6.17E-06,0.0007808,4.18E-10,147.5,7.62E-13,863.5,,-0.01971,-12.09,-24.19,-6.582,-6.852,-7.199,-9.09,-9.792,-10.54,-13.17,-15.86,-18.57,-18.88,-25.11,-31.4,0,0,0,2,2
586,ECE740_tb_channel_CTLE_ML_1,6.34E-06,0.000515,2.18E-09,385.8,8.89E-13,338.8,,-0.01967,0.04012,0.06252,-6.586,-1.126,4.356,-9.099,-4.533,0.2665,-13.17,-11.07,-8.539,-18.88,-20.32,-21.45,0,0,0,2,2
587,ECE740_tb_channel_CTLE_ML_1,5.98E-06,0.00135,2.54E-09,1034,3.07E-13,853.2,,-0.01963,-37.49,-34,-6.588,-47.35,-34.51,-9.096,-50.24,-38.98,-13.17,-54.59,-47.76,-18.88,-60.49,-59.16,0,0,0,1,2
588,ECE740_tb_channel_CTLE_ML_1,6.72E-06,0.001429,8.34E-10,435.3,8.47E-13,48.12,,-0.01958,4.755,13.09,-6.595,-2.257,6.047,-9.112,-6.452,0.4913,-13.18,-14.29,-11.13,-18.88,-25.08,-27.17,0,0,0,1,2
589,ECE740_tb_channel_CTLE_ML_1,5.53E-06,0.001505,1.63E-09,727.7,6.60E-13,436.6,,-0.01964,-25.04,-20.39,-6.586,-30.29,-18.74,-9.093,-33.46,-23.12,-13.17,-39.48,-32.62,-18.88,-48.76,-46.91,0,0,0,1,2
590,ECE740_tb_channel_CTLE_ML_1,9.82E-06,0.002273,1.30E-09,1448,7.46E-13,612.2,,-0.0199,-36.94,-29.07,-6.609,-53.78,-43.83,-9.11,-58.36,-53.76,-13.17,-64.54,-65.78,-18.86,-71.45,-78.69,0,0,0,1,2
591,ECE740_tb_channel_CTLE_ML_1,3.07E-06,0.001507,1.68E-09,917.4,6.99E-13,76.62,,-0.0197,-28.25,-18.76,-6.581,-34.92,-24.77,-9.076,-37.52,-27.15,-13.14,-41.83,-32.03,-18.85,-48.12,-40.47,0,0,0,1,2
592,ECE740_tb_channel_CTLE_ML_1,2.68E-06,0.0008674,2.52E-09,564.9,2.98E-13,847.3,,-0.01973,-2.78,-5.231,-6.577,-1.488,4.072,-9.072,-3.236,3.144,-13.14,-7.054,-0.245,-18.86,-13.13,-5.979,0,0,0,2,2
593,ECE740_tb_channel_CTLE_ML_1,3.37E-06,0.002106,2.56E-09,1357,5.71E-13,1444,,-0.01973,-59.1,-56.68,-6.583,-61.64,-48.63,-9.079,-58.33,-45.65,-13.15,-56.93,-45.79,-18.86,-58.19,-50.49,0,0,0,1,2
594,ECE740_tb_channel_CTLE_ML_1,9.73E-06,0.001572,2.28E-09,1164,3.24E-13,367.2,,-0.01954,-48.09,-38.77,-6.604,-47.24,-36.39,-9.111,-51.85,-46.04,-13.17,-59.41,-59.53,-18.86,-67.91,-74.03,0,0,0,1,2
595,ECE740_tb_channel_CTLE_ML_1,4.22E-06,0.001901,1.81E-09,590.9,3.14E-14,768.9,,-0.01967,-24.33,-24.93,-6.583,-31.17,-30.85,-9.083,-34.38,-32.08,-13.15,-40.34,-34.58,-18.87,-48.79,-43.22,0,0,0,1,2
596,ECE740_tb_channel_CTLE_ML_1,4.99E-06,0.001496,4.30E-10,115.8,4.61E-13,1277,,-0.01973,-16.89,-33.79,-6.577,-8.428,-10.35,-9.079,-10.32,-11.62,-13.16,-15.17,-17.2,-18.88,-23.01,-27.14,0,0,0,2,2
597,ECE740_tb_channel_CTLE_ML_1,5.78E-06,0.001175,6.82E-10,860.6,6.38E-13,790.6,,-0.01964,-24.37,-21.59,-6.587,-28.68,-16.51,-9.095,-31.97,-21.56,-13.17,-38.21,-31.77,-18.88,-47.77,-46.7,0,0,0,1,2
598,ECE740_tb_channel_CTLE_ML_1,6.67E-06,0.001414,2.69E-10,1110,7.21E-13,158.5,,-0.01961,-39.96,-28.47,-6.591,-49.49,-36.67,-9.102,-52.75,-42.69,-13.17,-57.11,-51.94,-18.88,-62.92,-63.52,0,0,0,1,2
599,ECE740_tb_channel_CTLE_ML_1,6.08E-06,0.001525,1.53E-09,426.9,6.69E-13,1342,,-0.01968,-7.621,-13.07,-6.589,-2.599,6.548,-9.107,-6.574,1.393,-13.18,-13.95,-9.313,-18.89,-24.25,-24.3,0,0,0,1,2
600,ECE740_tb_channel_CTLE_ML_1,4.14E-06,0.001454,2.28E-09,835.3,2.84E-13,12.05,,-0.01967,-25.41,-13.98,-6.583,-32.07,-20.84,-9.083,-34.85,-24.16,-13.16,-39.8,-30.77,-18.87,-47.58,-42.02,0,0,0,1,2
601,ECE740_tb_channel_CTLE_ML_1,1.44E-06,0.001097,2.46E-09,210.8,6.22E-13,52.96,,-0.01974,-6.064,-12.16,-6.58,-12.19,-17.85,-9.068,-13.78,-18.55,-13.13,-15.61,-18.15,-18.81,-16.48,-14.47,0,0,0,2,2
602,ECE740_tb_channel_CTLE_ML_1,4.89E-06,0.001755,2.15E-09,51.25,8.36E-14,136.2,,-0.01971,-11.78,-23.61,-6.58,-15.81,-25.1,-9.071,-14.14,-19.31,-13.14,-10.99,-9.137,-18.9,-12.92,-6.186,0,0,0,2,2
603,ECE740_tb_channel_CTLE_ML_1,4.80E-06,0.0005045,1.41E-09,367.1,8.94E-13,910,,-0.01972,-5.167,-10.34,-6.581,-2.238,2.055,-9.085,-5.032,-0.9224,-13.16,-10.32,-7.197,-18.88,-18.52,-17.77,0,0,0,2,2
604,ECE740_tb_channel_CTLE_ML_1,2.11E-06,0.002441,8.26E-10,638.3,1.37E-13,566.3,,-0.01972,-27.62,-27.89,-6.58,-33.14,-30.04,-9.072,-35.19,-30.34,-13.13,-39.1,-33.57,-18.83,-44.8,-39.63,0,0,0,1,2
605,ECE740_tb_channel_CTLE_ML_1,7.84E-06,0.0005016,2.83E-09,866.4,4.85E-13,1169,,-0.01966,0.06303,0.2981,-6.603,2.6,12.96,-9.119,-3.239,3.939,-13.18,-12.1,-9.912,-18.87,-23.14,-26.55,0,0,0,2,2
606,ECE740_tb_channel_CTLE_ML_1,1.30E-06,0.001654,2.50E-09,780.5,8.11E-13,899.6,,-0.01974,-18.92,-21.06,-6.58,-22.28,-19.01,-9.069,-24.73,-21.35,-13.13,-28.7,-25.09,-18.82,-34.14,-29.77,0,0,0,1,2
607,ECE740_tb_channel_CTLE_ML_1,8.94E-06,0.00194,6.64E-10,213,7.61E-13,662.4,,-0.01967,-6.637,-13.17,-6.599,-1.174,4.712,-9.117,-6.905,-4.044,-13.17,-15.99,-18.14,-18.87,-26.98,-34.47,0,0,0,2,2
608,ECE740_tb_channel_CTLE_ML_1,6.24E-06,0.001031,2.37E-09,872.8,1.50E-13,1442,,-0.01964,-21.9,-23.24,-6.588,-25.28,-15.15,-9.097,-28.56,-17.92,-13.17,-34.99,-28.75,-18.88,-44.85,-44.24,0,0,0,1,2
609,ECE740_tb_channel_CTLE_ML_1,3.16E-06,0.0006571,2.64E-09,1340,6.41E-13,452.7,,-0.0197,-14.83,-7.689,-6.581,-20.14,-8.373,-9.076,-22.75,-11.08,-13.14,-27.31,-16.62,-18.85,-34.39,-26.34,0,0,0,1,2
610,ECE740_tb_channel_CTLE_ML_1,6.61E-06,0.0009938,2.27E-09,590.1,4.88E-13,1254,,-0.01967,-4.248,-7.213,-6.592,0.2305,10.52,-9.113,-4.334,4.217,-13.18,-12.34,-7.871,-18.88,-22.96,-23.61,0,0,0,2,2
611,ECE740_tb_channel_CTLE_ML_1,2.27E-06,0.001742,1.73E-09,829.1,2.98E-13,329.4,,-0.01972,-27.32,-22.97,-6.58,-33.27,-25.95,-9.072,-35.64,-27.47,-13.13,-39.69,-31.39,-18.83,-45.46,-37.76,0,0,0,1,2
