fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,Stage 1 Region,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of neg2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_maxHeight Vout_1 7G,eye_maxWidth Vout_1 7G,eye_maxHeight Vout_2 7G,eye_maxWidth Vout_2 7G,eye_maxWidth Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_maxHeight Vout_2 28G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_1 56G
7.23E-06,0.001175,1.48E-09,858.4,4.39E-13,901.4,-0.01961,-6.592,-9.104,-13.17,-18.87,0,-26.4,-24.38,0,-31.29,-19.1,-35.25,-26.17,-42.56,-38.62,-52.76,-54.58,0.4216,1.24E-10,0.06754,1.14E-10,3.05E-11,5.10E-11,0.03417,0.39,0,1.87E-12,0.007097,0,0,0,0,0
9.63E-06,0.002036,1.66E-10,554.7,8.92E-13,1330,-0.01955,-6.603,-9.111,-13.17,-18.86,0,-31.92,-34.13,0,-35.72,-25.8,-41.18,-36.26,-49.81,-50.64,-60.4,-67.24,0.06774,6.53E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.53E-06,0.001338,6.42E-10,1452,9.76E-13,530.5,-0.01966,-6.584,-9.086,-13.16,-18.88,0,-45.61,-37.34,0,-53.74,-39.73,-54.51,-41.73,-55.75,-46.11,-59.07,-54.34,0.5323,1.27E-10,0.004827,1.27E-10,5.21E-11,5.21E-11,0.003629,0.4114,0,0,0,0,0,0,0,0
9.46E-06,0.002052,2.84E-09,1407,1.72E-13,471.8,-0.01966,-6.604,-9.11,-13.17,-18.86,0,-50.37,-41.33,0,-41.49,-31.15,-45.34,-39.49,-53.31,-53.41,-63.77,-69.88,0.08524,1.26E-10,0,0,0,4.25E-11,0,0.02901,0,0,0,0,0,0,0,0
4.51E-06,0.002043,2.06E-09,1167,6.67E-13,1131,-0.01967,-6.584,-9.086,-13.16,-18.88,0,-51.78,-48.72,0,-59.24,-45.83,-57.46,-45.1,-57.16,-47.75,-59.9,-55.23,0.1826,1.12E-10,0.00146,1.11E-10,4.19E-11,4.30E-11,0.0009416,0.1158,0,0,0,0,0,0,0,0
1.05E-06,0.002416,8.83E-10,935.7,3.03E-13,547.3,-0.01975,-6.58,-9.069,-13.13,-18.82,0,-30.18,-31.59,0,-35.24,-33.5,-37.51,-35.46,-41.2,-39.13,-45.79,-43.97,0.08443,1.33E-10,0.02702,1.41E-10,6.70E-11,5.63E-11,0.02251,0.05827,2.58E-11,1.67E-11,0.02265,0.01211,0,0,0,0
4.74E-06,0.001819,1.15E-09,1064,7.87E-13,373.9,-0.01966,-6.584,-9.087,-13.16,-18.88,0,-43.17,-35.41,0,-51.72,-38.69,-53.29,-41.35,-55.46,-46.64,-59.4,-55.46,0.3873,1.35E-10,0.007255,1.35E-10,5.74E-11,5.82E-11,0.00466,0.2672,0,0,0,0,0,0,0,0
8.96E-06,0.002131,2.64E-09,755.4,4.15E-13,901.9,-0.01956,-6.601,-9.111,-13.17,-18.87,0,-43.44,-42.13,0,-56.82,-45.13,-58.96,-52.18,-62.53,-61.57,-67.99,-72.83,0.1087,1.07E-10,0.004342,9.07E-11,0,3.52E-11,0,0.0284,1.05E-12,1.13E-12,0.000846,4.40E-05,0,0,0,0
1.12E-06,0.0006266,1.45E-09,807.9,4.52E-13,107.4,-0.01975,-6.58,-9.069,-13.13,-18.82,1,1.928,4.363,1,-4.212,-1.359,-6.402,-3.274,-10.27,-7.057,-15.74,-12.69,0.2327,1.10E-10,0.2907,1.15E-10,3.76E-11,0,0.1465,0,0,0,0,0,0,0,0,0
4.57E-06,0.002381,1.01E-09,941.7,2.59E-13,833.5,-0.01967,-6.584,-9.086,-13.16,-18.88,0,-47.18,-44.52,0,-53.75,-42.22,-54.77,-43.05,-56.23,-47.29,-59.65,-55.56,0.1154,1.35E-10,0.001667,1.38E-10,6.59E-11,6.47E-11,0.001188,0.08922,2.05E-11,2.49E-11,0.03229,0.0002735,0,0,0.0006294,4.83E-13
3.18E-06,0.001516,2.49E-09,305.7,4.38E-13,1418,-0.01974,-6.577,-9.073,-13.14,-18.87,1,-10.03,-19.87,0,-3.472,-0.07625,-5.16,-0.9296,-8.147,-2.733,-13.05,-5.883,0.2584,1.26E-10,0.03115,1.24E-10,5.09E-11,5.73E-11,0.04975,0.2935,1.75E-11,2.12E-11,0.1862,0.1055,0.02368,3.59E-12,0,0
8.76E-06,0.002247,2.06E-09,399.3,4.60E-13,690.4,-0.01958,-6.6,-9.111,-13.17,-18.87,0,-18.74,-20.64,0,-21.55,-11.91,-26.45,-20.36,-34.83,-34.19,-45.76,-50.47,0.08237,1.16E-10,0.09748,9.52E-11,0,3.77E-11,0,0.0238,0,0,0,0,0,0,0,0
5.17E-06,0.001768,2.53E-10,221.4,8.61E-13,299,-0.01969,-6.582,-9.091,-13.17,-18.88,1,-2.769,-5.434,0,-2.831,1.085,-5.66,-1.916,-11.8,-9.902,-21.43,-23.4,0.4242,1.34E-10,0.3529,1.28E-10,5.43E-11,5.50E-11,0.355,0.2552,9.60E-12,0,0,0.008537,0,0,0,0
9.26E-06,0.001451,2.30E-09,44.93,5.67E-13,1238,-0.0197,-6.579,-9.107,-13.18,-18.87,1,-24.15,-48.3,0,-9.502,-12.53,-8.28,-7.65,-12.75,-12.37,-22.55,-26.45,0.2809,9.89E-11,0,0,0,2.46E-11,0,0.09025,0,0,0,0,0,0,0,0
3.47E-06,0.001327,1.59E-09,258.1,5.60E-13,236.2,-0.01971,-6.578,-9.075,-13.14,-18.87,1,-1.958,-3.86,0,-4.562,-2.517,-6.215,-3.315,-9.704,-6.144,-15.08,-10.75,0.5525,1.30E-10,0.5674,1.39E-10,6.82E-11,5.44E-11,0.5687,0.4071,3.12E-11,1.53E-11,0.1344,0.4572,0,0,0,0
2.03E-06,0.002156,1.29E-09,407.2,1.36E-13,1047,-0.01973,-6.578,-9.07,-13.13,-18.83,0,-10.58,-17.79,0,-11.13,-11.6,-12.2,-10.82,-15.7,-13.47,-21.12,-18.14,0.2094,1.40E-10,0.09594,1.42E-10,6.61E-11,6.81E-11,0.09419,0.2061,2.73E-11,3.14E-11,0.15,0.09452,0.03166,8.51E-12,0.0331,9.00E-12
3.24E-06,0.001959,5.84E-10,1362,7.44E-13,1406,-0.01971,-6.582,-9.078,-13.15,-18.86,0,-56.46,-53.39,0,-57.57,-44.66,-56.69,-44.17,-56.18,-45.16,-57.6,-50.01,0.2002,1.12E-10,0.001204,1.09E-10,4.19E-11,4.22E-11,0.001109,0.1466,8.39E-12,0,0,0.0002884,0,0,0,0
5.18E-06,0.002071,1.59E-09,479.8,1.35E-13,829,-0.01965,-6.585,-9.09,-13.17,-18.88,0,-20.71,-23.1,0,-24.22,-19.41,-26.45,-18.24,-31.98,-24.84,-41.05,-38.49,0.1458,1.40E-10,0.1344,1.42E-10,5.90E-11,6.60E-11,0.1179,0.1363,1.38E-11,2.78E-11,0.06252,0.06949,0,0,0,0
3.45E-06,0.001318,6.99E-10,445.5,4.40E-13,1116,-0.01972,-6.578,-9.08,-13.15,-18.87,1,-6.041,-11.25,0,-1.924,4.306,-4.319,2.229,-9.325,-3.362,-17.47,-13.52,0.3347,1.27E-10,0.1328,1.22E-10,4.22E-11,5.71E-11,0.1488,0.3626,7.22E-12,1.90E-11,0.1653,0.03191,0,0,0,0
8.54E-06,0.002495,4.10E-10,1415,9.06E-13,810.8,-0.02006,-6.611,-9.109,-13.17,-18.87,0,-31.39,-25.18,0,-56.03,-45.32,-60.37,-54.38,-64.49,-64.14,-70,-75.6,0.03308,9.47E-11,9.35E-05,1.04E-10,0,0,0,0,0,0,0,0,0,0,0,0
6.33E-06,0.0006618,1.33E-09,1343,4.49E-13,181.3,-0.01963,-6.589,-9.097,-13.17,-18.88,0,-19.65,-8.347,0,-26.74,-14.32,-30.29,-19.91,-36.89,-31.02,-46.76,-46.55,0.5905,1.21E-10,0.05917,1.20E-10,3.91E-11,4.33E-11,0.01783,0.3274,0,0,0,0,0,0,0,0
6.88E-06,0.001166,1.60E-09,111.5,1.87E-13,858,-0.01971,-6.575,-9.08,-13.18,-18.89,1,-14.66,-29.32,0,-11.12,-15.72,-9.246,-9.522,-12.26,-11.32,-20.19,-21.36,0.4278,1.40E-10,0.07407,1.36E-10,5.11E-11,6.06E-11,0.04439,0.4237,6.02E-12,1.94E-11,0.09078,0.0239,0,0,0,0
5.77E-06,0.0008198,3.28E-10,1304,9.66E-13,846.8,-0.01964,-6.587,-9.094,-13.17,-18.88,0,-28.92,-23.12,0,-34.3,-20.94,-37.56,-26.4,-43.61,-36.66,-52.6,-51.15,0.4863,1.05E-10,0.02052,9.47E-11,2.86E-11,3.61E-11,0.007634,0.2839,0,0,0,0,0,0,0,0
7.46E-06,0.001796,2.38E-09,587.7,5.34E-14,666.6,-0.0196,-6.594,-9.104,-13.17,-18.87,0,-25.96,-24.99,0,-33.98,-31.12,-39.48,-34.09,-48.43,-44.54,-58.44,-60.33,0.1392,1.14E-10,0.1147,1.23E-10,4.91E-11,3.63E-11,0.07857,0.06283,7.34E-12,0,0,0.005011,0,0,0,0
7.08E-06,0.001192,2.49E-09,606,7.52E-13,195.2,-0.0196,-6.594,-9.108,-13.18,-18.88,0,-3.775,3.279,0,-9.419,0.9753,-13.59,-5.339,-21.24,-17.4,-31.81,-33.2,0.7365,1.26E-10,0.9126,1.34E-10,5.36E-11,4.46E-11,0.6218,0.3617,0,0,0,0,0,0,0,0
9.84E-06,0.002438,9.79E-10,537.9,7.16E-13,86.35,-0.01954,-6.605,-9.111,-13.17,-18.86,0,-31.92,-21.64,0,-41.39,-32.51,-47.4,-42.83,-55.9,-56.98,-65.41,-72.37,0.02447,8.61E-11,0.01849,7.10E-11,0,0,0,0,0,0,0,0,0,0,0,0
5.70E-06,0.0005987,5.19E-10,1050,8.27E-13,149.9,-0.01962,-6.59,-9.103,-13.18,-18.88,0,3.902,13.79,1,-2.151,9.31,-6.061,3.905,-13.21,-6.979,-23.59,-22.7,0.6181,1.22E-10,0.5514,1.26E-10,4.55E-11,4.22E-11,0.2446,0.3098,0,0,0,0,0,0,0,0
5.79E-06,0.0005274,2.45E-09,1165,3.99E-13,1183,-0.01966,-6.589,-9.104,-13.18,-18.88,0,-1.11,1.034,1,-1.185,10.83,-5.263,5.13,-12.54,-6.053,-22.91,-21.76,0.3628,1.21E-10,0.1466,1.11E-10,3.22E-11,4.94E-11,0.151,0.3763,0,0,0,0,0,0,0,0
2.87E-06,0.002376,8.25E-10,292.1,1.51E-13,840,-0.01973,-6.577,-9.07,-13.14,-18.86,1,-8.82,-16.46,0,-8.891,-9.77,-9.225,-7.669,-12.64,-10.11,-18.99,-16.52,0.1355,1.40E-10,0.06976,1.41E-10,6.50E-11,6.77E-11,0.06715,0.1281,2.43E-11,3.04E-11,0.07952,0.06835,0,0,0,0
5.85E-06,0.001534,2.67E-09,35.42,7.18E-13,1433,-0.01973,-6.576,-9.077,-13.17,-18.9,1,-26.87,-53.75,0,-11.35,-16.22,-8.136,-7.37,-6.809,-0.6776,-15.11,-10.99,0.2535,1.06E-10,0,0,1.43E-12,4.20E-11,0.0007189,0.2516,0,0,0,0,0,0,0,0
5.01E-06,0.0006304,2.04E-09,268.4,8.62E-13,1099,-0.01972,-6.581,-9.084,-13.16,-18.89,1,-8.419,-16.84,0,-3.49,-0.4735,-5.89,-2.716,-10.25,-7.155,-17.35,-15.32,0.3956,1.06E-10,0.07468,8.54E-11,2.08E-11,3.82E-11,0.1312,0.2814,0,0,0,0,0,0,0,0
1.50E-06,0.001748,2.87E-09,11.27,2.98E-13,308.2,-0.01975,-6.579,-9.068,-13.13,-18.8,1,-34.71,-69.66,0,-24.98,-43.7,-20.91,-33.06,-18.48,-24.04,-16.69,-14.71,0.2449,1.25E-10,0.007555,8.07E-11,2.33E-11,5.06E-11,0.007393,0.1627,0,1.69E-11,0.07851,0,0,0,0,0
3.81E-06,0.002271,1.64E-09,694.9,4.52E-13,1066,-0.01968,-6.582,-9.081,-13.15,-18.87,0,-35.87,-37.04,0,-39.43,-29.29,-41.98,-31.76,-46.36,-37.42,-52.75,-46.96,0.1489,1.21E-10,0.0207,1.12E-10,4.09E-11,5.27E-11,0.01998,0.104,0,1.62E-11,0.02977,0,0,0,0,0
4.95E-06,0.001369,8.60E-11,1076,7.45E-13,699.5,-0.01965,-6.585,-9.089,-13.16,-18.88,0,-37.28,-32.26,0,-43.5,-30.45,-46.21,-34.49,-50.8,-42.46,-57.23,-53.97,0.4488,1.25E-10,0.01403,1.18E-10,5.01E-11,5.33E-11,0.01212,0.3959,0,0,0,0,0,0,0,0
4.35E-06,0.001083,2.98E-09,507,8.98E-13,331.3,-0.01968,-6.582,-9.091,-13.17,-18.89,1,1.655,4.224,1,0.2517,8.507,-2.482,5.845,-7.886,-0.238,-16.44,-11.12,0.7191,1.37E-10,0.812,1.31E-10,6.08E-11,6.21E-11,0.843,0.5817,2.07E-11,1.89E-11,0.1807,0.4463,0,0,0,0
4.66E-06,0.001653,2.61E-09,79.17,8.68E-13,454.5,-0.01972,-6.577,-9.074,-13.15,-18.9,1,-13.62,-27.26,0,-9.504,-12.53,-8.616,-8.306,-7.672,-2.474,-12.94,-6.197,0.451,1.32E-10,0.09093,1.32E-10,6.07E-11,5.75E-11,0.0947,0.3553,2.56E-11,0,0,0.1259,0.07101,9.41E-12,0,0
6.25E-06,0.001523,6.13E-10,501,9.04E-13,1432,-0.01965,-6.59,-9.102,-13.18,-18.88,0,-11.36,-14.97,0,-10.54,-0.4631,-14.36,-6.087,-21.48,-17.11,-31.89,-32.8,0.2671,9.86E-11,0,0,0,2.92E-11,0,0.1698,0,0,0,0,0,0,0,0
8.46E-06,0.0005061,6.34E-10,228.1,5.54E-13,1019,-0.01969,-6.589,-9.105,-13.17,-18.87,1,-9.786,-19.58,0,-4.598,-2.622,-9.025,-8.897,-17.12,-21.07,-27.69,-36.63,0.417,1.03E-10,0.0918,7.56E-11,0,3.17E-11,0,0.1568,0,0,0,0,0,0,0,0
3.31E-06,0.0006998,2.74E-09,624.5,3.11E-13,1411,-0.01973,-6.577,-9.077,-13.15,-18.87,1,-4.511,-8.866,0,0.2302,7.283,-1.808,5.845,-6.291,1.365,-13.67,-6.919,0.3046,1.31E-10,0.1421,1.27E-10,4.89E-11,5.80E-11,0.1507,0.3253,1.19E-11,2.40E-11,0.2275,0.184,0,0,0.02285,4.45E-12
9.68E-06,0.002489,1.59E-09,356.7,5.06E-13,18.69,-0.01954,-6.605,-9.112,-13.17,-18.86,0,-12.58,-2.234,0,-21.14,-13.65,-26.81,-23.15,-35.64,-37.05,-46.74,-53.41,0.02262,8.17E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.34E-06,0.001026,1.73E-09,1466,4.27E-13,799.5,-0.01972,-6.58,-9.073,-13.14,-18.84,0,-34.06,-29.07,0,-39.71,-28.19,-42.1,-30.47,-45.86,-34.74,-50.65,-41.26,0.4205,1.34E-10,0.01172,1.32E-10,6.16E-11,6.34E-11,0.01207,0.3973,2.38E-11,2.55E-11,0.2297,0.007081,0,0,0,0
7.34E-06,0.00209,1.35E-09,1204,7.71E-13,499.6,-0.01962,-6.595,-9.106,-13.17,-18.87,0,-56.68,-48.79,0,-56.73,-43.68,-58.1,-49,-61.14,-57.4,-66.36,-68.48,0.1593,1.21E-10,0,0,0,4.07E-11,0,0.05804,0,0,0,0,0,0,0,0
7.56E-06,0.001124,1.11E-09,785.7,5.44E-13,1014,-0.01961,-6.594,-9.105,-13.17,-18.87,0,-20.42,-19.61,0,-24.01,-12.28,-28.21,-19.9,-35.86,-32.75,-46.52,-49.21,0.3979,1.12E-10,0.1221,9.54E-11,2.79E-12,4.23E-11,0.01011,0.2825,0,0,0,0,0,0,0,0
2.15E-06,0.0005293,9.82E-10,334.8,4.70E-13,115.1,-0.01973,-6.58,-9.07,-13.13,-18.82,1,-1.326,-2.692,0,-7.064,-7.623,-9.012,-9.048,-12.68,-12.37,-17.79,-17.06,0.3447,1.14E-10,0.3182,1.20E-10,4.53E-11,3.58E-11,0.1966,0.1618,0,0,0,0,0,0,0,0
8.42E-06,0.0008177,1.87E-09,561.4,8.67E-13,652.3,-0.01964,-6.607,-9.12,-13.18,-18.87,1,0.6606,1.581,1,1.564,10.84,-4.499,1.344,-13.52,-12.72,-24.57,-29.26,0.5876,1.05E-10,0.5236,7.25E-11,0,2.86E-11,0,0.1804,0,0,0,0,0,0,0,0
1.11E-06,0.0006801,1.51E-09,320.7,2.07E-13,1115,-0.01976,-6.579,-9.067,-13.13,-18.81,1,-10.98,-21.98,0,-11.15,-15.8,-12.96,-16.93,-16.36,-19.71,-20.3,-22.12,0.2762,1.40E-10,0.07718,1.38E-10,6.43E-11,6.77E-11,0.07801,0.2488,3.03E-11,2.80E-11,0.1518,0.07342,0.02746,1.22E-11,0,0
9.72E-06,0.002087,1.92E-09,454,8.44E-14,56.32,-0.01954,-6.604,-9.111,-13.17,-18.86,0,-17.89,-7.83,0,-26.42,-19.01,-32.07,-28.37,-40.96,-42.26,-52.26,-58.85,0.05773,8.06E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.35E-06,0.001436,2.46E-09,1194,9.18E-13,1190,-0.01957,-6.598,-9.11,-13.17,-18.87,0,-48.48,-44.33,0,-59.18,-46.78,-59.32,-51.51,-61.99,-59.76,-67.18,-70.83,0.3094,9.11E-11,0.002629,8.64E-11,7.72E-12,1.35E-11,9.72E-05,0.04946,0,0,0,0,0,0,0,0
4.76E-06,0.001764,1.65E-09,312.4,9.75E-13,1295,-0.01971,-6.582,-9.092,-13.17,-18.89,1,-7.581,-14.66,0,-1.323,5.096,-4.213,2.065,-9.795,-4.522,-18.42,-15.56,0.2431,1.06E-10,0.008735,1.07E-12,1.94E-11,3.64E-11,0.06417,0.1603,0,0,0,0,0,0,0,0
4.59E-06,0.002136,2.63E-09,1026,3.34E-13,1292,-0.01966,-6.584,-9.086,-13.16,-18.88,0,-48.75,-48.03,0,-57.59,-44.9,-56.78,-44.55,-56.87,-47.53,-59.77,-55.14,0.1458,1.22E-10,0.001696,1.21E-10,5.21E-11,5.27E-11,0.001492,0.129,1.20E-11,1.45E-11,0.03487,0.0002848,0,0,0,0
1.19E-06,0.0008885,1.04E-09,640.9,6.67E-13,1280,-0.01975,-6.58,-9.069,-13.13,-18.82,1,-5.414,-10.32,0,-5.344,-3.373,-7.772,-5.757,-11.78,-9.801,-17.35,-15.5,0.2351,1.16E-10,0.1197,1.02E-10,3.99E-11,4.50E-11,0.1313,0.15,1.19E-11,0,0,0.05787,0,0,0,0
3.62E-06,0.002005,1.90E-09,973.2,5.59E-13,927.7,-0.01969,-6.582,-9.079,-13.15,-18.87,0,-42.35,-40.09,0,-48.5,-36.7,-50.42,-38.82,-53.01,-42.86,-56.51,-49.71,0.2328,1.25E-10,0.005645,1.19E-10,5.16E-11,5.41E-11,0.005329,0.1879,1.39E-11,1.63E-11,0.0547,0.001576,0,0,0,0
9.68E-06,0.0006074,9.83E-11,304.8,2.22E-13,747.3,-0.01966,-6.588,-9.112,-13.17,-18.86,1,-5.472,-10.95,0,-3.654,-0.6288,-7.934,-6.606,-17.2,-21.22,-28.77,-38.83,0.5247,1.36E-10,0.2617,1.20E-10,0,6.01E-11,0,0.3633,0,0,0,0,0,0,0,0
1.91E-06,0.00229,1.93E-09,451.5,6.62E-13,732.1,-0.01973,-6.58,-9.071,-13.13,-18.83,0,-11.75,-16.32,0,-13.39,-11.44,-15.75,-13.56,-19.61,-17,-24.84,-20.99,0.2342,1.28E-10,0.1432,1.23E-10,5.34E-11,5.44E-11,0.1583,0.1645,2.02E-11,0,0,0.09452,0,0,0,0
7.63E-06,0.002092,1.31E-11,93.53,4.84E-13,835.5,-0.0197,-6.58,-9.1,-13.17,-18.87,1,-15.39,-30.79,0,-7.698,-8.868,-10.5,-11.94,-18.26,-23.4,-29.26,-39.77,0.1434,1.11E-10,0.02522,1.61E-11,2.19E-11,4.08E-11,0.0248,0.05279,0,0,0,0,0,0,0,0
9.08E-06,0.002272,1.14E-09,464.9,8.30E-13,835,-0.01956,-6.601,-9.111,-13.17,-18.87,0,-26.94,-28.35,0,-30.57,-20.61,-35.75,-30.26,-44.26,-44.36,-55.15,-60.98,0.05068,9.02E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.82E-06,0.001031,1.17E-09,1144,5.48E-13,448.4,-0.01968,-6.582,-9.08,-13.15,-18.87,0,-27.7,-20.9,0,-33.55,-21.43,-36.21,-24.35,-40.88,-30.8,-48.06,-41.79,0.6353,1.40E-10,0.04972,1.37E-10,6.59E-11,6.73E-11,0.04509,0.5704,2.44E-11,2.59E-11,0.253,0.01572,0,0,0,0
5.04E-06,0.001229,1.29E-09,387.6,6.99E-13,265.9,-0.01967,-6.582,-9.095,-13.17,-18.89,1,1.495,3.355,1,-0.2011,6.753,-3.068,3.832,-9.289,-4.122,-18.69,-17.07,0.7202,1.34E-10,0.8782,1.39E-10,6.52E-11,5.79E-11,0.8835,0.5166,2.06E-11,0,0,0.2294,0,0,0,0
2.86E-06,0.001391,1.94E-09,14.24,3.14E-13,1197,-0.01975,-6.577,-9.067,-13.13,-18.81,1,-35.52,-71.06,0,-20.97,-35.46,-16.77,-24.56,-14.17,-15.33,-11.62,-5.317,0.3061,1.34E-10,0.002382,7.96E-11,0,6.19E-11,0,0.3213,0,2.60E-11,0.2283,0,0,0,0,0
5.94E-06,0.001258,2.89E-10,1096,8.94E-13,623.5,-0.01963,-6.588,-9.096,-13.17,-18.88,0,-36.66,-30.63,0,-43.22,-29.99,-46.33,-35.43,-51.78,-45.24,-59.13,-58.15,0.5133,1.20E-10,0.01627,1.13E-10,4.27E-11,4.70E-11,0.009099,0.3795,0,0,0,0,0,0,0,0
5.25E-06,0.001111,1.35E-09,1119,2.77E-13,427.6,-0.01965,-6.586,-9.091,-13.17,-18.88,0,-31.84,-24.45,0,-40.03,-28.01,-43.28,-31.67,-48.52,-40.43,-55.92,-53.09,0.588,1.34E-10,0.0304,1.34E-10,6.26E-11,6.30E-11,0.02529,0.5576,2.27E-11,2.61E-11,0.2351,0.005396,0,0,0,0
4.30E-06,0.002297,2.79E-10,225.6,6.37E-13,1180,-0.01972,-6.579,-9.084,-13.16,-18.88,1,-10.74,-21.17,0,-3.767,-0.3683,-6.334,-2.847,-11.77,-9.361,-20.62,-21.07,0.1119,1.08E-10,0.02027,1.04E-10,2.35E-11,3.87E-11,0.02804,0.05746,1.62E-12,0,0,0.002527,0,0,0,0
6.33E-06,0.002185,2.53E-09,1312,8.47E-13,416.1,-0.01969,-6.592,-9.1,-13.17,-18.88,0,-63.74,-54.75,0,-58.84,-45.24,-58.67,-48.1,-60.26,-54.55,-64.72,-64.67,0.142,1.26E-10,0,0,0,4.80E-11,0,0.06524,0,0,0,0,0,0,0.0009636,5.65E-13
4.76E-06,0.0005082,1.75E-09,789.9,6.60E-13,749.7,-0.01969,-6.584,-9.095,-13.17,-18.89,1,1.447,3.017,1,2.468,11.9,-1.048,7.812,-7.648,-0.9136,-17.25,-14.58,0.4841,1.22E-10,0.4503,1.07E-10,4.02E-11,5.17E-11,0.5031,0.3765,0,1.34E-11,0.08057,0,0,0,0,0
5.80E-06,0.001502,2.71E-10,1159,5.21E-13,821.7,-0.01963,-6.587,-9.095,-13.17,-18.88,0,-44.16,-39.45,0,-55.34,-41.79,-55.89,-44.53,-57.52,-50.57,-61.8,-60.43,0.3684,1.27E-10,0.005074,1.27E-10,5.63E-11,5.70E-11,0.00408,0.3497,0,0,0,0,0,0,0,0
6.57E-06,0.001264,1.97E-09,1332,2.74E-13,471.5,-0.01961,-6.59,-9.101,-13.17,-18.88,0,-44.06,-35.6,0,-49.92,-36.85,-52.52,-41.75,-56.88,-51.13,-62.82,-62.88,0.5445,1.34E-10,0.002993,1.01E-10,0,6.28E-11,0,0.5357,0,2.17E-11,0.1289,0,0,0,0,0
3.66E-06,0.002418,5.18E-10,875.5,9.35E-15,201.3,-0.01969,-6.582,-9.08,-13.15,-18.87,0,-40.96,-32.92,0,-44.8,-36.87,-43.72,-36.08,-43.48,-36.84,-45.87,-41.86,0.08164,1.04E-10,0.003282,1.03E-10,2.02E-11,0,0.0008223,0,0,0,0,0,0,0,0,0
5.57E-06,0.001686,1.71E-09,93.04,1.09E-13,1419,-0.01973,-6.575,-9.063,-13.15,-18.9,1,-19.93,-39.87,0,-15.97,-25.4,-11.93,-14.9,-9.708,-6.469,-16.12,-12.91,0.2084,1.41E-10,0.0214,3.98E-11,3.44E-11,6.41E-11,0.01624,0.2073,0,2.54E-11,0.1364,0,0,0,0,0
7.81E-06,0.0008133,1.60E-09,414.9,5.97E-13,794,-0.01967,-6.595,-9.115,-13.18,-18.88,1,-2.98,-5.922,0,0.8711,8.669,-4.191,1.297,-12.68,-11.64,-23.36,-27.45,0.511,1.13E-10,0.2934,8.92E-11,5.30E-12,4.21E-11,0.04669,0.2875,0,0,0,0,0,0,0,0
5.40E-06,0.001582,1.09E-09,684.1,5.32E-13,635.6,-0.01965,-6.586,-9.092,-13.17,-18.88,0,-24.94,-22.76,0,-29.22,-18.04,-32.33,-22.14,-38.27,-31.44,-47.53,-45.71,0.4037,1.33E-10,0.1844,1.22E-10,4.81E-11,6.19E-11,0.1854,0.3664,2.33E-12,1.55E-11,0.05527,0.002425,0,0,0,0
3.64E-06,0.002355,1.20E-09,806.5,7.27E-13,1188,-0.01969,-6.582,-9.079,-13.15,-18.87,0,-41.16,-41.24,0,-45.12,-34.13,-47.43,-36.71,-50.94,-41.61,-55.58,-49.49,0.1112,1.09E-10,0.005518,9.23E-11,3.09E-11,3.85E-11,0.003025,0.05918,0,8.94E-12,0.007501,0,0,0,0,0
3.84E-06,0.0005374,2.48E-09,53.84,4.15E-13,651.7,-0.01974,-6.578,-9.069,-13.13,-18.86,1,-20.56,-41.15,0,-16.43,-26.36,-14.37,-19.77,-12.38,-11.85,-11.6,-4.61,0.511,1.37E-10,0.04644,1.33E-10,0,6.64E-11,0,0.483,2.76E-11,2.79E-11,0.2986,0.05249,0.06964,1.07E-11,0,0
5.14E-06,0.002185,7.10E-10,1457,8.70E-13,1079,-0.01982,-6.593,-9.094,-13.17,-18.88,0,-39.17,-33.89,0,-63.78,-49.92,-60.3,-48.4,-59.58,-51.65,-62.62,-60.05,0.1166,1.02E-10,0.0001375,1.04E-10,0,3.07E-11,0,0.04849,0,0,0,0,0,0,0,0
4.67E-06,0.001254,2.58E-09,1382,8.10E-13,486.5,-0.01966,-6.584,-9.087,-13.16,-18.88,0,-42.44,-34.19,0,-50.65,-36.78,-52.35,-39.67,-54.72,-45.19,-58.75,-54.08,0.5763,1.34E-10,0.007503,1.34E-10,5.85E-11,5.89E-11,0.006319,0.5108,1.31E-11,1.61E-11,0.1264,0.0009812,0,0,0,0
8.24E-06,0.0009087,1.15E-09,1232,4.42E-14,729.8,-0.01958,-6.597,-9.107,-13.17,-18.87,0,-33.19,-27.47,0,-36.49,-29.9,-38.51,-32.17,-44.53,-42.4,-54.32,-58.2,0.2395,1.21E-10,0.006189,9.45E-11,0,4.49E-11,0,0.1623,0,9.06E-12,0.03427,0,0,0,0,0
