fW,current,ind,Rd,Cs,Rs,Stage 1 Region,channel 0.1G attenuation,channel 3.5G attenuation,channel 7G attenuation,channel 14G attenuation,channel 28G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,Hard Constraint of 2 on 0.1G Status,stage 1 3.5G attenuation,stage 2 3.5G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,stage 1 28G attenuation,stage 2 28G attenuation
5.92E-06,0.0005551,1.34E-09,112.4,6.01E-13,638.7,1,-0.01971,-6.58,-9.083,-13.16,-18.88,-13.34,-26.69,0,-10.39,-14.28,-12.13,-15.27,-15.48,-17.85,-21.11,-23.18
3.42E-06,0.0007107,2.15E-09,161.5,3.10E-13,89.83,1,-0.01972,-6.579,-9.071,-13.13,-18.85,-4.208,-8.463,0,-10.03,-13.55,-11.03,-13.09,-11.97,-11,-13.35,-8.001
3.63E-06,0.001111,1.76E-09,470.4,5.22E-14,1044,1,-0.01972,-6.577,-9.066,-13.14,-18.88,-5.118,-9.804,0,-8.464,-9.948,-7.232,-4.982,-8.264,-2.414,-15.22,-9.299
5.68E-06,0.001434,2.17E-09,1247,6.04E-13,332.6,0,-0.01964,-6.587,-9.095,-13.17,-18.88,-43.64,-34.21,0,-54.38,-40.77,-55.5,-43.84,-57.29,-49.86,-61.55,-59.56
6.98E-06,0.00216,2.61E-09,1039,9.25E-13,852,0,-0.01961,-6.592,-9.104,-13.17,-18.88,-52.39,-47.89,0,-60.49,-47.34,-59.15,-49.51,-60.68,-56.15,-65.34,-66.49
3.69E-06,0.001538,5.29E-10,714.3,4.15E-13,1237,0,-0.01969,-6.582,-9.08,-13.15,-18.87,-24.79,-26.73,0,-26.76,-16.94,-29.4,-19.49,-34.14,-25.51,-41.7,-36.31
3.29E-06,0.001384,2.13E-09,30.42,1.60E-13,392.7,1,-0.01974,-6.578,-9.066,-13.12,-18.84,-22.25,-44.54,0,-21.03,-35.55,-16.21,-23.44,-12.46,-11.96,-9.453,-1.209
9.61E-06,0.001934,1.56E-09,853.2,5.89E-13,1253,0,-0.01954,-6.604,-9.111,-13.17,-18.86,-46.62,-46.04,0,-59.61,-48.55,-60.63,-54.93,-63.9,-64.06,-69.32,-75.44
4.87E-06,0.0005451,1.18E-09,323.8,7.59E-13,1071,1,-0.01972,-6.581,-9.085,-13.16,-18.88,-7.123,-14.25,0,-2.869,0.7831,-5.612,-2.108,-10.9,-8.417,-19.13,-19.07
8.00E-06,0.001541,4.91E-10,442.4,6.73E-13,582.9,0,-0.01962,-6.6,-9.115,-13.18,-18.87,-4.903,-5.028,0,-5.841,3.609,-10.99,-4.686,-19.6,-18.42,-30.79,-35.41
3.02E-06,0.001549,1.35E-09,215,9.63E-13,271.2,1,-0.01972,-6.579,-9.073,-13.14,-18.85,-4.31,-8.574,0,-6.099,-5.593,-8.161,-7.226,-11.53,-9.891,-15.81,-12.61
5.07E-06,0.001752,3.02E-10,1006,3.80E-13,473.7,0,-0.01965,-6.585,-9.09,-13.17,-18.88,-41.31,-34.95,0,-52.01,-39.59,-53.91,-42.28,-55.98,-47.85,-60.02,-57.09
9.43E-06,0.002114,1.01E-09,1365,5.25E-13,322.3,0,-0.01966,-6.605,-9.111,-13.17,-18.86,-55.22,-44.62,0,-50.24,-39.34,-54.68,-48.95,-61.72,-61.84,-69.57,-75.71
3.65E-06,0.002032,2.12E-09,1351,9.82E-13,527.9,0,-0.01971,-6.583,-9.08,-13.15,-18.87,-53.6,-46.15,0,-58.13,-44.86,-57.08,-44.37,-56.64,-45.85,-58.47,-51.55
9.74E-06,0.001495,2.08E-09,879,5.08E-14,1362,0,-0.01954,-6.603,-9.109,-13.17,-18.86,-39.97,-40.61,0,-34.61,-30.44,-37.79,-32.39,-45.07,-45.16,-55.7,-62.04
2.67E-06,0.002358,9.14E-10,862.5,6.51E-13,458.2,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-38.39,-34.35,0,-44.26,-34.74,-46.51,-36.9,-49.82,-40.72,-53.78,-46.43
7.87E-06,0.001095,2.47E-09,1435,4.90E-14,704.2,0,-0.01958,-6.596,-9.106,-13.17,-18.87,-44.53,-37.52,0,-35.96,-27.96,-37.18,-29.59,-43.03,-39.9,-52.94,-55.82
3.44E-06,0.0008603,2.39E-09,582.8,8.93E-13,1417,1,-0.01972,-6.58,-9.081,-13.16,-18.88,-3.47,-6.592,0,0.4474,8.226,-2.176,5.623,-6.957,0.5593,-14.58,-8.262
5.91E-06,0.001282,1.18E-09,102.4,3.79E-13,446.4,1,-0.01971,-6.577,-9.082,-13.16,-18.89,-11.26,-22.54,0,-9.679,-12.86,-10.19,-11.4,-13.59,-14.06,-20.02,-21.02
8.03E-06,0.001205,2.67E-10,383.4,3.82E-13,27.54,1,-0.01954,-6.603,-9.115,-13.18,-18.87,7.925,16.34,1,-0.32,6.773,-5.579,-1.007,-14.1,-13.97,-25.28,-30.74
8.33E-06,0.002127,7.33E-10,1314,1.02E-13,351.8,0,-0.01964,-6.6,-9.109,-13.17,-18.87,-60.11,-50.19,0,-40.7,-31.04,-42.18,-35.15,-48.61,-46.93,-58.77,-63.1
3.13E-06,0.002364,6.90E-10,86.64,1.12E-13,671.4,1,-0.01974,-6.578,-9.066,-13.13,-18.84,-16.33,-32.68,0,-18.48,-30.43,-17.51,-26.02,-18.53,-24.05,-21.2,-23.73
9.94E-06,0.0008546,6.35E-10,770,7.34E-13,246.4,0,-0.01954,-6.608,-9.114,-13.17,-18.86,-0.6077,7.371,1,-7.598,1.703,-13.68,-9.119,-22.87,-24.04,-34.29,-41.5
5.83E-06,0.0006878,1.20E-09,380.1,8.44E-13,994.8,1,-0.0197,-6.585,-9.097,-13.17,-18.88,-4.887,-9.768,0,-0.4103,5.81,-3.898,1.566,-10.57,-7.519,-20.25,-21.26
4.41E-06,0.001068,2.35E-09,1361,5.72E-13,705.1,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-37.46,-31.23,0,-44.45,-30.91,-46.92,-34.24,-50.84,-40.9,-56.26,-50.93
1.14E-06,0.002188,1.08E-09,49.49,3.59E-13,681.4,1,-0.01976,-6.581,-9.069,-13.13,-18.82,-31.94,-65.04,0,-35.12,-64.14,-35.8,-62.94,-36.18,-59.59,-36.49,-54.39
2.62E-06,0.001792,7.51E-11,1389,1.62E-13,69.63,0,-0.01972,-6.581,-9.074,-13.14,-18.84,-44.57,-33.28,0,-50.19,-38.93,-50.89,-39.74,-52.07,-41.49,-54.76,-46.3
9.79E-06,0.002431,1.70E-09,453.8,6.35E-13,915.5,0,-0.01955,-6.604,-9.111,-13.17,-18.86,-29.63,-32.03,0,-33.62,-23.86,-39.15,-34.41,-47.87,-48.88,-58.65,-65.3
3.40E-06,0.002312,1.75E-10,236.6,3.15E-13,837.5,1,-0.01973,-6.577,-9.075,-13.15,-18.87,-9.237,-18.1,0,-6.141,-5.152,-7.712,-5.673,-12.21,-10.39,-19.95,-19.81
7.02E-06,0.0008973,1.61E-09,1040,7.39E-13,823.7,0,-0.01961,-6.591,-9.102,-13.17,-18.88,-23.22,-19.04,0,-28.19,-15.69,-32.08,-22.72,-39.28,-34.86,-49.53,-50.83
2.74E-06,0.00085,2.46E-09,587.9,6.79E-13,211.8,1,-0.01971,-6.579,-9.075,-13.14,-18.86,3.012,6.558,1,-0.8558,5.491,-3.013,3.738,-7.063,-0.08952,-13.42,-6.393
7.61E-06,0.001509,7.31E-10,1252,1.72E-13,240.4,0,-0.01959,-6.595,-9.107,-13.17,-18.87,-47.06,-35.97,0,-44.86,-33.72,-46.55,-37.87,-52.74,-49.26,-61.85,-64.32
9.58E-06,0.0024,9.70E-11,593.1,3.38E-13,1424,0,-0.01954,-6.603,-9.111,-13.17,-18.86,-41.23,-44.93,0,-53.56,-42.85,-57.38,-51.89,-62.39,-63,-68.47,-75.18
7.42E-06,0.001888,7.61E-10,1429,7.23E-13,598.2,0,-0.01964,-6.595,-9.106,-13.17,-18.87,-60.78,-52.72,0,-55.1,-41.92,-57.3,-48.24,-61.08,-57.46,-66.63,-68.92
3.50E-06,0.002386,2.39E-09,763.5,6.52E-13,617.6,0,-0.01969,-6.582,-9.079,-13.15,-18.86,-37.85,-35.31,0,-43.11,-32.69,-45.51,-35.08,-49.3,-39.78,-54.36,-47.35
8.25E-06,0.002323,2.10E-09,451.1,3.38E-13,212.9,0,-0.01958,-6.597,-9.109,-13.17,-18.87,-22.3,-16.77,0,-29.62,-21.11,-34.16,-27.37,-42.13,-40.44,-52.78,-56.54
9.25E-06,0.001525,2.21E-09,498.4,5.36E-13,1064,0,-0.01959,-6.603,-9.112,-13.17,-18.87,-12.97,-15.84,0,-14,-3.996,-19.43,-13.88,-28.17,-28.18,-39.24,-44.77
4.38E-06,0.001203,1.18E-09,1309,3.56E-13,117.6,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-37.8,-25.89,0,-45.34,-32.92,-48.65,-36.49,-52.56,-42.81,-57.26,-52.14
2.01E-06,0.001966,2.37E-09,969.8,9.43E-13,28.69,0,-0.01972,-6.58,-9.071,-13.13,-18.83,-33.7,-25.35,0,-40.29,-31.84,-42.75,-34.19,-46.48,-37.87,-51,-42.67
5.67E-06,0.001193,2.05E-09,1477,2.39E-13,673.1,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-45.29,-38.11,0,-49.67,-36.22,-51.85,-39.75,-55.52,-47.82,-60.9,-58.8
6.34E-06,0.002289,2.87E-09,1112,4.67E-13,177.7,0,-0.01964,-6.59,-9.1,-13.17,-18.88,-51.52,-40.36,0,-52.59,-39.86,-54.31,-43.79,-58.14,-52.35,-63.78,-63.59
4.75E-06,0.001324,2.36E-09,569.4,6.71E-13,1157,0,-0.01968,-6.584,-9.091,-13.17,-18.88,-9.478,-12.05,0,-8.795,0.976,-11.84,-2.437,-17.63,-10.05,-26.67,-22.7
1.43E-06,0.001937,1.28E-09,190.8,6.76E-13,1389,1,-0.01975,-6.58,-9.069,-13.13,-18.81,-16.51,-32.91,0,-16.39,-26.05,-18.59,-27.96,-21.77,-30.26,-24.89,-30.91
6.79E-06,0.001256,7.57E-10,349.2,1.78E-13,238.1,1,-0.01964,-6.584,-9.101,-13.18,-18.88,1.955,4.14,1,-3.015,0.8903,-4.896,0.07704,-11.8,-9.403,-22.58,-25.38
4.79E-06,0.0009109,2.36E-09,491,5.20E-13,1274,1,-0.01971,-6.58,-9.092,-13.17,-18.89,-4.953,-9.735,0,1.016,9.027,-1.875,6.087,-7.839,-1.244,-16.85,-13.38
6.69E-06,0.001488,2.05E-09,904.5,4.08E-13,964.7,0,-0.01961,-6.591,-9.101,-13.17,-18.88,-36.86,-34.89,0,-44.5,-31.73,-47.89,-37.77,-53.67,-48.49,-61.06,-61.53
7.78E-06,0.002423,9.91E-10,1394,7.21E-13,1371,0,-0.01994,-6.606,-9.108,-13.17,-18.87,-30.95,-27.27,0,-55.03,-42.94,-58.69,-50.99,-62.78,-60.61,-68.36,-72.1
7.36E-06,0.001106,1.15E-09,622.9,7.00E-13,705,0,-0.01962,-6.596,-9.111,-13.18,-18.88,-5.187,-3.957,0,-6.88,3.779,-11.5,-3.709,-19.57,-16.63,-30.49,-33.19
1.22E-06,0.001251,2.23E-09,1025,8.65E-13,82.31,0,-0.01974,-6.58,-9.069,-13.13,-18.82,-18.59,-13.83,0,-24.97,-19.73,-27.39,-21.96,-31.4,-25.87,-37.01,-31.35
3.55E-06,0.00123,2.83E-09,1033,6.00E-13,640.8,0,-0.01969,-6.582,-9.079,-13.15,-18.86,-29.59,-25.11,0,-34.67,-22.94,-37.27,-25.65,-41.75,-31.31,-48.52,-41.03
9.74E-06,0.0005651,1.51E-09,148.8,6.76E-13,122.9,1,-0.01963,-6.593,-9.107,-13.17,-18.87,-3.037,-6.111,0,-7.735,-8.94,-11.48,-13.91,-18.54,-23.96,-27.16,-35.53
7.92E-06,0.001952,1.42E-09,399.5,5.31E-13,933.4,0,-0.01961,-6.597,-9.111,-13.17,-18.87,-12.79,-16.69,0,-12.58,-3.002,-17.26,-10.56,-25.45,-23.8,-36.31,-40.09
6.04E-06,0.001074,3.25E-10,1040,7.70E-13,591,0,-0.01963,-6.588,-9.097,-13.17,-18.88,-29.15,-23.39,0,-34.91,-22.07,-38.28,-27.7,-44.56,-38.33,-53.75,-53.08
7.58E-06,0.001752,1.30E-09,663.3,2.63E-13,348.7,0,-0.01959,-6.594,-9.106,-13.17,-18.87,-28.76,-23.17,0,-37.08,-27.14,-41.58,-33.27,-49.01,-45.9,-58.67,-61.39
2.20E-06,0.001838,1.51E-09,217.3,9.86E-13,691.1,1,-0.01974,-6.579,-9.07,-13.13,-18.82,-9.283,-18.47,0,-8.555,-10.41,-10.69,-12.2,-13.78,-14.36,-16.84,-14.92
9.49E-06,0.002144,1.51E-09,868.3,7.37E-14,577.1,0,-0.01954,-6.603,-9.11,-13.17,-18.86,-46.91,-41.89,0,-37.77,-31.23,-40.14,-34.82,-47.16,-47.19,-57.65,-63.77
1.43E-06,0.001058,6.26E-11,1324,3.08E-13,913.8,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-27.48,-25.17,0,-32.11,-23.96,-34.53,-26.13,-38.54,-30.34,-44.07,-36.8
1.66E-06,0.001749,3.92E-10,1222,5.84E-13,448.6,0,-0.01973,-6.58,-9.07,-13.13,-18.82,-38.03,-33.1,0,-44.04,-35.28,-46.25,-37.39,-49.4,-40.79,-52.83,-45.17
5.40E-06,0.001213,2.93E-09,576.2,7.71E-13,382.8,0,-0.01965,-6.587,-9.098,-13.17,-18.89,-2.751,0.6695,0,-5.596,4.424,-8.959,0.4262,-15.41,-8.503,-25.03,-22.3
5.59E-06,0.002131,2.35E-09,813,4.22E-13,829.5,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-41.66,-39.69,0,-50.96,-38.6,-53.03,-41.94,-56.09,-48.88,-60.94,-58.93
2.50E-06,0.0008833,2.26E-09,1432,6.54E-13,62.76,0,-0.01971,-6.581,-9.073,-13.14,-18.84,-27.21,-16.14,0,-33.86,-22.52,-36.44,-24.97,-40.62,-29.57,-46.47,-37.17
1.99E-06,0.001772,1.12E-09,1091,8.68E-14,636.5,0,-0.01973,-6.58,-9.071,-13.13,-18.83,-37.02,-33.66,0,-44.79,-39.1,-48.16,-40.52,-51.44,-42.79,-54.02,-45.95
3.46E-06,0.0009922,9.24E-10,636.3,2.14E-13,333.4,0,-0.01969,-6.579,-9.079,-13.15,-18.88,0.9983,4.502,1,-3.216,3.118,-4.849,2.878,-9.637,-2.079,-17.92,-12.67
4.33E-06,0.001445,2.72E-09,760.4,3.32E-13,1025,0,-0.01967,-6.583,-9.084,-13.16,-18.88,-25.76,-26.02,0,-28.92,-18.32,-31.64,-20.75,-36.7,-27.51,-44.79,-39.31
7.16E-06,0.0018,6.35E-11,858.7,8.68E-13,1070,0,-0.0196,-6.593,-9.105,-13.17,-18.88,-41.49,-39.56,0,-47.91,-35.39,-51.28,-42.24,-56.75,-52.85,-63.52,-65.45
1.24E-06,0.002138,1.55E-09,1403,2.59E-13,987.8,0,-0.01978,-6.582,-9.071,-13.13,-18.82,-47.4,-45.4,0,-50.04,-42.25,-51.61,-43.49,-53.46,-45.39,-55.15,-47.62
1.34E-06,0.001204,6.92E-10,849.6,5.87E-13,1410,0,-0.01974,-6.58,-9.07,-13.13,-18.82,-14.18,-17.05,0,-16.06,-11.23,-18.53,-13.65,-22.64,-17.86,-28.53,-24.16
9.69E-06,0.002091,1.19E-09,1428,3.37E-14,557.3,0,-0.0197,-6.606,-9.109,-13.17,-18.86,-45.16,-36.91,0,-35.94,-29.4,-36.69,-33.21,-41.91,-43.42,-51.41,-58.75
6.85E-06,0.001384,7.16E-10,821.4,7.72E-13,415.5,0,-0.01961,-6.591,-9.102,-13.17,-18.88,-28.75,-22.67,0,-34.99,-22.87,-38.78,-29.5,-45.76,-41.3,-55.49,-56.74
4.29E-06,0.001868,7.06E-11,175,1.80E-13,639.6,1,-0.01972,-6.576,-9.072,-13.15,-18.87,-9.347,-18.66,0,-9.243,-11.92,-8.997,-8.903,-12.91,-12.5,-21.36,-23.55
2.28E-06,0.0018,2.66E-09,983.1,1.36E-13,388.7,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-34.44,-29.41,0,-41.75,-34.82,-44.75,-36.25,-48.52,-39.2,-52.51,-43.53
5.46E-06,0.0005494,8.72E-10,1075,4.37E-13,1152,0,-0.01967,-6.589,-9.103,-13.18,-18.89,-0.3555,1.362,1,0.4911,12.1,-3.581,6.67,-10.85,-4.182,-21.24,-19.82
9.38E-06,0.0008271,1.36E-09,69.11,3.73E-13,610.4,1,-0.01969,-6.582,-9.102,-13.17,-18.87,-16.36,-32.74,0,-11.92,-17.35,-13.06,-17.16,-18.04,-23.02,-25.61,-32.41
9.14E-06,0.002396,2.81E-09,1427,1.35E-13,1383,0,-0.02,-6.609,-9.109,-13.17,-18.87,-29.24,-26.76,0,-39.13,-28.65,-43.64,-37.88,-51.46,-51.79,-61.99,-68.37
9.51E-06,0.002036,1.99E-09,160.6,6.60E-13,1354,1,-0.01969,-6.595,-9.119,-13.18,-18.87,-13.42,-26.82,0,-1.739,3.271,-6.855,-4.275,-14.98,-16.41,-24.81,-30.43
9.17E-06,0.002497,3.01E-10,514.2,4.83E-14,137.8,0,-0.01955,-6.602,-9.111,-13.17,-18.87,-30.73,-22.32,0,-38.52,-31.92,-42.8,-39.24,-49.01,-50.2,-57.11,-63.91
1.19E-06,0.002483,7.34E-10,30.06,9.53E-13,35.92,1,-0.01977,-6.581,-9.07,-13.13,-18.82,-34.11,-68.63,0,-39.67,-73.16,-40.1,-71.51,-40.17,-67.54,-40.38,-62.18
5.58E-06,0.001696,6.36E-10,1215,1.68E-13,164.4,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-46.14,-34.6,0,-47.72,-36.1,-47.89,-37.08,-51.72,-44.41,-58.91,-57.04
8.77E-06,0.0008194,3.47E-10,1421,7.67E-13,561.5,0,-0.01957,-6.6,-9.11,-13.17,-18.87,-35.7,-27.33,0,-44.95,-33.04,-49.5,-42.32,-56.46,-54.96,-64.33,-68.86
2.94E-06,0.00146,2.84E-09,89.6,1.84E-13,84.52,1,-0.01972,-6.579,-9.069,-13.13,-18.84,-8.528,-17.12,0,-13.42,-20.35,-12.71,-16.44,-10.79,-8.676,-8.347,1.122
5.87E-06,0.0007287,2.93E-09,135.6,7.57E-13,484.3,1,-0.01971,-6.579,-9.084,-13.17,-18.89,-9.829,-19.68,0,-7.097,-7.718,-7.64,-6.328,-9.36,-5.486,-16.61,-13.85
5.44E-06,0.001294,1.89E-09,377.9,1.13E-13,184.5,1,-0.01966,-6.583,-9.088,-13.17,-18.89,2.832,6.131,1,-3.277,0.5436,-5.101,-0.3392,-9.677,-4.667,-18.74,-16.89
2.27E-06,0.0008053,2.18E-09,56.86,7.77E-14,412.6,1,-0.01975,-6.579,-9.066,-13.12,-18.8,-18.74,-37.52,0,-22.24,-37.95,-19.79,-30.56,-16.74,-20.38,-13.82,-9.401
6.18E-06,0.0006299,2.33E-09,645,9.14E-13,305.1,1,-0.01964,-6.592,-9.109,-13.18,-18.88,4.545,9.254,1,2.238,11.6,-2.044,5.982,-9.6,-4.934,-19.88,-20
1.98E-06,0.001581,1.66E-09,29.77,8.74E-13,17.63,1,-0.01974,-6.58,-9.069,-13.13,-18.81,-19.65,-39.44,0,-22.71,-38.98,-20.87,-32.81,-19.19,-25.35,-17.95,-17.28
6.85E-06,0.002333,3.27E-10,33.05,9.68E-13,788.6,1,-0.01971,-6.581,-9.09,-13.17,-18.88,-23.37,-46.75,0,-15.27,-24.06,-17.67,-26.39,-22.56,-32.14,-29.32,-39.96
9.07E-06,0.00156,1.19E-09,730.2,1.73E-13,1276,0,-0.01956,-6.6,-9.11,-13.17,-18.87,-33.66,-35.24,0,-44.97,-34.65,-50.13,-43.21,-57.17,-56.45,-64.91,-70.28
1.91E-06,0.001006,2.54E-09,34.5,7.07E-13,299.6,1,-0.01975,-6.579,-9.068,-13.13,-18.8,-22.3,-44.66,0,-20.1,-33.72,-17.42,-25.86,-15.4,-17.7,-13.31,-8.216
6.08E-06,0.001308,2.37E-09,497.4,9.46E-13,408.4,0,-0.01964,-6.591,-9.107,-13.18,-18.89,-1.115,1.226,1,-2.659,7.04,-6.607,1.866,-13.86,-8.597,-24.01,-23.3
1.07E-06,0.0006924,2.10E-09,544.8,1.73E-13,1427,1,-0.01976,-6.579,-9.067,-13.13,-18.81,-8,-15.92,0,-7.447,-8.252,-9.231,-9.347,-12.73,-12.37,-17.02,-15.63
2.96E-06,0.0008968,1.30E-09,266.1,9.26E-13,399,1,-0.01973,-6.579,-9.073,-13.14,-18.85,-4.474,-8.957,0,-5.251,-3.979,-7.469,-5.924,-11.15,-9.211,-16.04,-13.22
7.67E-06,0.001174,2.24E-09,270.2,1.26E-13,1216,1,-0.0197,-6.573,-9.097,-13.18,-18.88,-9.613,-19.2,0,-5.747,-4.978,-4.302,0.8303,-11.24,-8.718,-21.68,-24.1
5.37E-06,0.0008113,2.45E-09,588.9,2.85E-13,1456,1,-0.01971,-6.579,-9.099,-13.18,-18.89,-4.82,-9.385,0,1.481,10.18,-1.496,7.377,-8.396,-1.933,-18.28,-16.1
2.50E-06,0.001507,1.44E-09,1169,3.28E-13,149.5,0,-0.01971,-6.581,-9.073,-13.14,-18.84,-35.56,-26.49,0,-42.65,-32.69,-45.4,-34.88,-48.99,-38.66,-53.01,-44.31
8.57E-06,0.001464,1.74E-09,678.2,7.69E-13,1308,0,-0.01958,-6.599,-9.109,-13.17,-18.87,-26.68,-27.71,0,-30.09,-18.97,-34.92,-28.1,-43.14,-41.8,-53.88,-58.28
8.69E-06,0.0021,9.18E-10,87.04,7.30E-13,1409,1,-0.0197,-6.585,-9.108,-13.17,-18.87,-18.67,-37.34,0,-6.443,-6.367,-10.05,-11.05,-17.01,-20.9,-25.59,-32.35
3.84E-06,0.0008814,2.29E-09,893.7,5.91E-13,238.1,0,-0.01968,-6.582,-9.082,-13.15,-18.87,-7.146,0.1231,0,-12.62,-2.174,-15.29,-4.788,-20.31,-11.04,-28.34,-22.2
2.19E-06,0.0006724,1.23E-10,1437,4.18E-13,716.5,0,-0.01972,-6.58,-9.072,-13.13,-18.83,-17.67,-12.66,0,-22.5,-11.86,-24.99,-14.25,-29.24,-19.02,-35.5,-27.05
2.35E-06,0.00167,5.42E-10,575.8,3.12E-13,1318,0,-0.01972,-6.58,-9.073,-13.14,-18.84,-15.56,-20.51,0,-15.55,-9.952,-17.91,-11.81,-22.16,-16.16,-28.63,-23.5
2.72E-06,0.001887,2.49E-09,812.9,4.49E-13,565.5,0,-0.01971,-6.581,-9.074,-13.14,-18.84,-31.41,-28.7,0,-36.41,-27.33,-38.84,-29.37,-42.91,-33.58,-48.66,-40.3
4.40E-06,0.0006058,2.81E-09,902.3,2.25E-13,34.47,1,-0.01963,-6.587,-9.094,-13.17,-18.89,8.39,18.54,1,1.471,11.45,-1.894,7.604,-8.033,-0.07325,-17.17,-12.69
4.80E-06,0.001858,1.10E-09,274.3,7.53E-13,1401,1,-0.01972,-6.581,-9.09,-13.17,-18.89,-9.539,-18.78,0,-1.771,3.719,-4.589,0.8057,-10.29,-6.118,-19.08,-17.64
5.11E-06,0.002289,2.18E-10,176.6,8.17E-13,218.1,1,-0.01969,-6.581,-9.089,-13.17,-18.88,-3.074,-6.019,0,-4.435,-2.116,-6.974,-4.563,-12.88,-12.1,-22.36,-25.23
7.39E-06,0.000816,1.71E-09,1125,8.23E-13,651.7,0,-0.01961,-6.593,-9.104,-13.17,-18.87,-22.78,-16.81,0,-28.46,-16.04,-32.55,-23.64,-39.99,-36.22,-50.37,-52.39
1.69E-06,0.00205,9.27E-11,1475,8.67E-13,1424,0,-0.01978,-6.582,-9.072,-13.13,-18.82,-52.12,-49.19,0,-51.64,-41.24,-53.03,-42.69,-54.39,-44.42,-55.79,-47.06
2.36E-06,0.002186,4.39E-10,466.6,1.48E-13,494,0,-0.01972,-6.58,-9.072,-13.14,-18.84,-12.76,-14.41,0,-17.22,-15.66,-18.77,-15.37,-22.64,-18.5,-28.98,-25.34
1.99E-06,0.001701,1.19E-09,403.9,6.52E-13,705.6,1,-0.01974,-6.579,-9.071,-13.13,-18.83,-5.965,-10.74,0,-6.144,-4.046,-8.468,-6.172,-12.4,-9.938,-17.84,-14.97
6.38E-06,0.0005181,2.27E-09,374.1,3.40E-13,433.9,1,-0.01968,-6.581,-9.097,-13.18,-18.88,-1.407,-2.828,0,-2.109,2.335,-4.546,0.2134,-10.94,-8.276,-20.21,-21.23
7.30E-06,0.002415,1.22E-09,596.5,1.91E-13,650.1,0,-0.0196,-6.593,-9.105,-13.17,-18.87,-36.33,-35.02,0,-47.32,-38.3,-52.36,-43.55,-57.74,-54.15,-63.91,-66.22
1.42E-06,0.002048,7.97E-10,515.7,7.15E-13,1465,1,-0.01974,-6.58,-9.07,-13.13,-18.82,-11.95,-19.55,0,-12.54,-13.05,-14.99,-15.46,-19.05,-19.5,-24.75,-25.17
2.12E-06,0.001972,2.96E-09,1445,8.68E-14,739.8,0,-0.01975,-6.582,-9.073,-13.13,-18.83,-50.44,-45.53,0,-49.53,-41.69,-50.01,-40.11,-52.27,-41.49,-55.07,-45.14
4.30E-06,0.001159,2.21E-09,767.8,7.76E-13,1191,0,-0.01968,-6.583,-9.084,-13.16,-18.88,-16.75,-16.97,0,-18.93,-8.011,-21.77,-11.29,-26.98,-18.27,-35.35,-30.25
3.94E-06,0.001604,1.51E-09,482.3,6.81E-13,512,0,-0.01969,-6.582,-9.084,-13.16,-18.88,-6.59,-6.412,0,-8.37,-0.4379,-11.07,-3.041,-16.2,-9.036,-24.46,-19.68
1.10E-06,0.001408,2.72E-09,906.8,5.51E-13,545.9,0,-0.01975,-6.58,-9.069,-13.13,-18.82,-17.18,-17.58,0,-21.77,-18.78,-24.18,-21.03,-28.14,-24.77,-33.56,-29.53
5.56E-06,0.002147,2.80E-09,552.1,6.85E-13,908.8,0,-0.01964,-6.587,-9.094,-13.17,-18.88,-28.4,-29.64,0,-31.04,-20.19,-34.23,-24.36,-40.26,-33.43,-49.48,-47.15
3.33E-06,0.0008845,1.52E-09,147.3,7.32E-13,906.7,1,-0.01974,-6.579,-9.072,-13.14,-18.85,-13.11,-26.25,0,-9.171,-11.85,-10.92,-12.87,-13.29,-13.59,-15.73,-12.78
9.66E-06,0.002085,2.03E-09,1319,6.87E-13,684,0,-0.01961,-6.605,-9.111,-13.17,-18.86,-52.26,-45.18,0,-52.66,-41.79,-57.16,-51.67,-63.48,-63.85,-70.44,-76.79
3.05E-06,0.002286,8.51E-11,315.7,4.17E-13,1467,1,-0.01973,-6.578,-9.076,-13.15,-18.86,-11.52,-21.45,0,-6.1,-2.898,-8.397,-4.801,-13.05,-9.817,-20.67,-18.99
1.85E-06,0.001803,5.08E-10,179.1,2.15E-13,1482,1,-0.01975,-6.578,-9.068,-13.13,-18.82,-16.35,-32.67,0,-12.94,-19.28,-14.56,-20.05,-18.23,-23.35,-23.32,-27.92
6.94E-06,0.001063,2.25E-09,452.4,3.54E-13,378.5,1,-0.01965,-6.587,-9.113,-13.18,-18.88,1.47,3.323,1,0.4999,8.393,-3.132,4.254,-11.14,-7.593,-21.65,-23.03
6.48E-06,0.00073,4.16E-10,279,3.42E-14,713.8,1,-0.0197,-6.58,-9.076,-13.16,-18.88,-6.152,-12.31,0,-11.84,-17.12,-12.59,-16.12,-14.84,-16.34,-23.2,-27.46
